sentence1,sentence2,similarity
Hai cầu thủ được nhìn thấy đang chơi khúc côn cầu trên băng, Một cầu thủ khúc côn cầu trên băng đang đợi một cầu thủ khác đánh bóng,0.87
 Một nhóm người chơi khúc côn cầu trên băng, Một cầu thủ khúc côn cầu trên băng đang đợi một cầu thủ khác đánh bóng,0.67
Một người đàn ông chơi bên cạnh một con đường, Một người đàn ông sẽ làm điều đó,0.4
Một người đàn ông chơi bên cạnh một con đường,Một thanh niên đang tập trượt băng,0.47
Một người đàn ông chơi bên cạnh một con đường,Một người đàn ông đang theo dõi một cầu thủ,0.13
Một người đàn ông chơi bên cạnh một con đường, Một thanh niên ngồi trên xe cút kít trượt dọc bờ kè,0.33
 Một người đàn ông sẽ làm điều đó,Một thanh niên đang tập trượt băng,0.33
 Một người đàn ông sẽ làm điều đó,Một người đàn ông đang theo dõi một cầu thủ,0.13
 Một người đàn ông sẽ làm điều đó, Một thanh niên ngồi trên xe cút kít trượt dọc bờ kè,0.6
Một thanh niên đang tập trượt băng,Một người đàn ông đang theo dõi một cầu thủ,0.27
Một thanh niên đang tập trượt băng, Một thanh niên ngồi trên xe cút kít trượt dọc bờ kè,0.6
Một người đàn ông đang theo dõi một cầu thủ, Một thanh niên ngồi trên xe cút kít trượt dọc bờ kè,0.2
Xe tải lớn chở xe cứu thương bị hỏng, Xe cứu thương gặp tai nạn,0.53
Xe tải lớn chở xe cứu thương bị hỏng,Xe cứu thương chở nạn nhân vụ tai nạn trên xe,0.93
Xe tải lớn chở xe cứu thương bị hỏng, Một người phụ nữ và một con chó,0
Xe tải lớn chở xe cứu thương bị hỏng, Một chiếc xe tải đang chở một chiếc xe khác bị hỏng,0.6
 Xe cứu thương gặp tai nạn,Xe cứu thương chở nạn nhân vụ tai nạn trên xe,0.8
 Xe cứu thương gặp tai nạn, Một người phụ nữ và một con chó,0
 Xe cứu thương gặp tai nạn, Một chiếc xe tải đang chở một chiếc xe khác bị hỏng,0.4
Xe cứu thương chở nạn nhân vụ tai nạn trên xe, Một người phụ nữ và một con chó,0
Xe cứu thương chở nạn nhân vụ tai nạn trên xe, Một chiếc xe tải đang chở một chiếc xe khác bị hỏng,0.67
 Một người phụ nữ và một con chó, Một chiếc xe tải đang chở một chiếc xe khác bị hỏng,0
Một người đàn ông chơi sóng trên biển, Một người đàn ông rơi xuống suối,0.47
Một người đàn ông chơi sóng trên biển,Người lướt sóng trượt chân và rơi xuống biển,0.73
Một người đàn ông chơi sóng trên biển,Một trường hợp xe cấp cứu bị bệnh,0
Một người đàn ông chơi sóng trên biển, Một người lướt sóng rơi xuống nước với tiếng nước bắn tung tóe,0.73
 Một người đàn ông rơi xuống suối,Người lướt sóng trượt chân và rơi xuống biển,0.8
 Một người đàn ông rơi xuống suối,Một trường hợp xe cấp cứu bị bệnh,0
 Một người đàn ông rơi xuống suối, Một người lướt sóng rơi xuống nước với tiếng nước bắn tung tóe,0.67
Người lướt sóng trượt chân và rơi xuống biển,Một trường hợp xe cấp cứu bị bệnh,0
Người lướt sóng trượt chân và rơi xuống biển, Một người lướt sóng rơi xuống nước với tiếng nước bắn tung tóe,0.87
Một trường hợp xe cấp cứu bị bệnh, Một người lướt sóng rơi xuống nước với tiếng nước bắn tung tóe,0
Một người đàn ông chơi sóng trên biển, Một người đàn ông lướt trên sóng,0.93
Một người đàn ông chơi sóng trên biển,Một người đang lướt trên sóng biển,0.93
Một người đàn ông chơi sóng trên biển, Một vận động viên gặp tai nạn trên sóng,0.2
Một người đàn ông chơi sóng trên biển, Một người lướt sóng trượt chân và rơi xuống nước,0.53
 Một người đàn ông lướt trên sóng,Một người đang lướt trên sóng biển,0.93
 Một người đàn ông lướt trên sóng, Một vận động viên gặp tai nạn trên sóng,0.4
 Một người đàn ông lướt trên sóng, Một người lướt sóng trượt chân và rơi xuống nước,0.6
Một người đang lướt trên sóng biển, Một vận động viên gặp tai nạn trên sóng,0.4
Một người đang lướt trên sóng biển, Một người lướt sóng trượt chân và rơi xuống nước,0.6
 Một vận động viên gặp tai nạn trên sóng, Một người lướt sóng trượt chân và rơi xuống nước,0.8
Một người đàn ông đi xe đạp giữa đường phố đông đúc, Một người đàn ông đi xe đạp dọc theo một con phố,0.8
Một người đàn ông đi xe đạp giữa đường phố đông đúc,Một thành phố sầm uất được thể hiện vào ban đêm,0.27
Một người đàn ông đi xe đạp giữa đường phố đông đúc, Một người đàn ông lướt sóng,0
Một người đàn ông đi xe đạp giữa đường phố đông đúc, Một người đi xe đạp đi dọc một con đường vào ban đêm,0.73
 Một người đàn ông đi xe đạp dọc theo một con phố,Một thành phố sầm uất được thể hiện vào ban đêm,0.33
 Một người đàn ông đi xe đạp dọc theo một con phố, Một người đàn ông lướt sóng,0
 Một người đàn ông đi xe đạp dọc theo một con phố, Một người đi xe đạp đi dọc một con đường vào ban đêm,0.73
Một thành phố sầm uất được thể hiện vào ban đêm, Một người đàn ông lướt sóng,0
Một thành phố sầm uất được thể hiện vào ban đêm, Một người đi xe đạp đi dọc một con đường vào ban đêm,0.4
 Một người đàn ông lướt sóng, Một người đi xe đạp đi dọc một con đường vào ban đêm,0
Một trận đấu bóng rổ được tổ chức giữa hai đội, Mọi người đang chơi bóng rổ,0.87
Một trận đấu bóng rổ được tổ chức giữa hai đội,Hai đội bóng rổ được trình chiếu,1
Một trận đấu bóng rổ được tổ chức giữa hai đội, Thương hiệu may sẵn nổi bật xuất hiện bên cạnh,0
Một trận đấu bóng rổ được tổ chức giữa hai đội,Một cầu thủ khác cố gắng ngăn cản cầu thủ bóng rổ đang cố gắng đưa bóng vào rổ,0.73
 Mọi người đang chơi bóng rổ,Hai đội bóng rổ được trình chiếu,0.93
 Mọi người đang chơi bóng rổ, Thương hiệu may sẵn nổi bật xuất hiện bên cạnh,0
 Mọi người đang chơi bóng rổ,Một cầu thủ khác cố gắng ngăn cản cầu thủ bóng rổ đang cố gắng đưa bóng vào rổ,0.67
Hai đội bóng rổ được trình chiếu, Thương hiệu may sẵn nổi bật xuất hiện bên cạnh,0
Hai đội bóng rổ được trình chiếu,Một cầu thủ khác cố gắng ngăn cản cầu thủ bóng rổ đang cố gắng đưa bóng vào rổ,0.67
 Thương hiệu may sẵn nổi bật xuất hiện bên cạnh,Một cầu thủ khác cố gắng ngăn cản cầu thủ bóng rổ đang cố gắng đưa bóng vào rổ,0
Hai người chơi đưa ra một người phụ nữ, Hai người đàn ông khoác lên mình một vận động viên nữ,0.93
Hai người chơi đưa ra một người phụ nữ,Hai hoạt náo viên nâng một phụ nữ trẻ lên không trung,0.8
Hai người chơi đưa ra một người phụ nữ, Thủ môn có hình xăm trên vai phải,0
Hai người chơi đưa ra một người phụ nữ, Hai người đàn ông cố gắng tóm lấy một người phụ nữ,0.8
 Hai người đàn ông khoác lên mình một vận động viên nữ,Hai hoạt náo viên nâng một phụ nữ trẻ lên không trung,0.8
 Hai người đàn ông khoác lên mình một vận động viên nữ, Thủ môn có hình xăm trên vai phải,0
 Hai người đàn ông khoác lên mình một vận động viên nữ, Hai người đàn ông cố gắng tóm lấy một người phụ nữ,0.8
Hai hoạt náo viên nâng một phụ nữ trẻ lên không trung, Thủ môn có hình xăm trên vai phải,0
Hai hoạt náo viên nâng một phụ nữ trẻ lên không trung, Hai người đàn ông cố gắng tóm lấy một người phụ nữ,0.73
 Thủ môn có hình xăm trên vai phải, Hai người đàn ông cố gắng tóm lấy một người phụ nữ,0
Hai cầu thủ chăm chú theo dõi trận đấu, Mọi người đang chơi bóng bầu dục,0.27
Hai cầu thủ chăm chú theo dõi trận đấu,Hai cầu thủ đang chơi trong một trận bóng đá kiểu Mỹ,0.27
Hai cầu thủ chăm chú theo dõi trận đấu, Một trò chơi dựa trên sự tin tưởng lẫn nhau,0.4
Hai cầu thủ chăm chú theo dõi trận đấu, bHai cầu thủ bóng đá cúi xuống chờ nhận bóng,0.53
 Mọi người đang chơi bóng bầu dục,Hai cầu thủ đang chơi trong một trận bóng đá kiểu Mỹ,0.4
 Mọi người đang chơi bóng bầu dục, Một trò chơi dựa trên sự tin tưởng lẫn nhau,0.27
 Mọi người đang chơi bóng bầu dục, bHai cầu thủ bóng đá cúi xuống chờ nhận bóng,0.33
Hai cầu thủ đang chơi trong một trận bóng đá kiểu Mỹ, Một trò chơi dựa trên sự tin tưởng lẫn nhau,0.27
Hai cầu thủ đang chơi trong một trận bóng đá kiểu Mỹ, bHai cầu thủ bóng đá cúi xuống chờ nhận bóng,0.67
 Một trò chơi dựa trên sự tin tưởng lẫn nhau, bHai cầu thủ bóng đá cúi xuống chờ nhận bóng,0.27
Một người đàn ông đang chơi môn thể thao tuyết trong một nơi tối tăm, Một đứa trẻ đang trượt tuyết và chơi,0.53
Một người đàn ông đang chơi môn thể thao tuyết trong một nơi tối tăm,Một người đang trượt tuyết trong tuyết,0.6
Một người đàn ông đang chơi môn thể thao tuyết trong một nơi tối tăm, Một cầu thủ vẫn tiếp tục thi đấu dù bị chấn thương ở tay,0.07
Một người đàn ông đang chơi môn thể thao tuyết trong một nơi tối tăm, Một vận động viên trượt tuyết nhảy qua chướng ngại vật,0.47
 Một đứa trẻ đang trượt tuyết và chơi,Một người đang trượt tuyết trong tuyết,0.8
 Một đứa trẻ đang trượt tuyết và chơi, Một cầu thủ vẫn tiếp tục thi đấu dù bị chấn thương ở tay,0.13
 Một đứa trẻ đang trượt tuyết và chơi, Một vận động viên trượt tuyết nhảy qua chướng ngại vật,0.67
Một người đang trượt tuyết trong tuyết, Một cầu thủ vẫn tiếp tục thi đấu dù bị chấn thương ở tay,0.13
Một người đang trượt tuyết trong tuyết, Một vận động viên trượt tuyết nhảy qua chướng ngại vật,0.67
 Một cầu thủ vẫn tiếp tục thi đấu dù bị chấn thương ở tay, Một vận động viên trượt tuyết nhảy qua chướng ngại vật,0.33
Một người đàn ông chơi sóng trên biển, Một người đàn ông lướt trên sóng,0.87
Một người đàn ông chơi sóng trên biển,Một người đàn ông mặc đồ đen đang lướt sóng trên biển,0.73
Một người đàn ông chơi sóng trên biển, Một người đàn ông tận hưởng thời tiết lạnh giá,0.07
Một người đàn ông chơi sóng trên biển, Một vận động viên lướt sóng trẻ tuổi vật lộn trên mặt nước,0.67
 Một người đàn ông lướt trên sóng,Một người đàn ông mặc đồ đen đang lướt sóng trên biển,0.6
 Một người đàn ông lướt trên sóng, Một người đàn ông tận hưởng thời tiết lạnh giá,0.27
 Một người đàn ông lướt trên sóng, Một vận động viên lướt sóng trẻ tuổi vật lộn trên mặt nước,0.67
Một người đàn ông mặc đồ đen đang lướt sóng trên biển, Một người đàn ông tận hưởng thời tiết lạnh giá,0.07
Một người đàn ông mặc đồ đen đang lướt sóng trên biển, Một vận động viên lướt sóng trẻ tuổi vật lộn trên mặt nước,0.67
 Một người đàn ông tận hưởng thời tiết lạnh giá, Một vận động viên lướt sóng trẻ tuổi vật lộn trên mặt nước,0.07
Một người đàn ông chơi sóng trên biển, Một người đàn ông lướt trên sóng,0.93
Một người đàn ông chơi sóng trên biển,Một người mặc áo vàng đang lướt sóng trên biển,0.8
Một người đàn ông chơi sóng trên biển,Người đàn ông cố gắng giữ thăng bằng trên sóng,0.53
Một người đàn ông chơi sóng trên biển, Nam thanh niên lướt sóng bị ngã ngửa,0.6
 Một người đàn ông lướt trên sóng,Một người mặc áo vàng đang lướt sóng trên biển,0.73
 Một người đàn ông lướt trên sóng,Người đàn ông cố gắng giữ thăng bằng trên sóng,0.53
 Một người đàn ông lướt trên sóng, Nam thanh niên lướt sóng bị ngã ngửa,0.53
Một người mặc áo vàng đang lướt sóng trên biển,Người đàn ông cố gắng giữ thăng bằng trên sóng,0.33
Một người mặc áo vàng đang lướt sóng trên biển, Nam thanh niên lướt sóng bị ngã ngửa,0.4
Người đàn ông cố gắng giữ thăng bằng trên sóng, Nam thanh niên lướt sóng bị ngã ngửa,0.67
Một người đàn ông đang chơi trong công viên, Một người đàn ông sẽ làm điều đó,0.4
Một người đàn ông đang chơi trong công viên,Một thanh niên đang tập luyện trượt băng,0.4
Một người đàn ông đang chơi trong công viên, Chân trái có vẻ mất thăng bằng về vị trí,0
Một người đàn ông đang chơi trong công viên, Một thanh niên đang đi xe cút kít lên bức tường cong sắp bị đá xuống.,0.07
 Một người đàn ông sẽ làm điều đó,Một thanh niên đang tập luyện trượt băng,0.47
 Một người đàn ông sẽ làm điều đó, Chân trái có vẻ mất thăng bằng về vị trí,0
 Một người đàn ông sẽ làm điều đó, Một thanh niên đang đi xe cút kít lên bức tường cong sắp bị đá xuống.,0.53
Một thanh niên đang tập luyện trượt băng, Chân trái có vẻ mất thăng bằng về vị trí,0
Một thanh niên đang tập luyện trượt băng, Một thanh niên đang đi xe cút kít lên bức tường cong sắp bị đá xuống.,0.67
 Chân trái có vẻ mất thăng bằng về vị trí, Một thanh niên đang đi xe cút kít lên bức tường cong sắp bị đá xuống.,0
Một người đàn ông mang theo một chiếc xe đạp, Một người đàn ông chạy bằng xe đạp,0.73
Một người đàn ông mang theo một chiếc xe đạp,Một người chạy bằng xe đạp của mình,0.6
Một người đàn ông mang theo một chiếc xe đạp, Rác lá khô xuất hiện cạnh phiến lá xiên,0
Một người đàn ông mang theo một chiếc xe đạp, Một người đi xe đạp chạy với chiếc xe đạp được nâng lên,0.93
 Một người đàn ông chạy bằng xe đạp,Một người chạy bằng xe đạp của mình,0.93
 Một người đàn ông chạy bằng xe đạp, Rác lá khô xuất hiện cạnh phiến lá xiên,0
 Một người đàn ông chạy bằng xe đạp, Một người đi xe đạp chạy với chiếc xe đạp được nâng lên,0.8
Một người chạy bằng xe đạp của mình, Rác lá khô xuất hiện cạnh phiến lá xiên,0
Một người chạy bằng xe đạp của mình, Một người đi xe đạp chạy với chiếc xe đạp được nâng lên,0.73
 Rác lá khô xuất hiện cạnh phiến lá xiên, Một người đi xe đạp chạy với chiếc xe đạp được nâng lên,0.13
Một người đàn ông đi xe máy,Một người đàn ông lái một bánh trên xe máy,0.67
Một người đàn ông đi xe máy,Một phụ nữ trẻ tham gia cuộc phiêu lưu bằng mô tô,0.67
Một người đàn ông đi xe máy, Một vận động viên mang theo một chiếc xe đạp,0.27
Một người đàn ông đi xe máy, Một người đi xe máy đang đứng trên một bánh xe,0.67
Một người đàn ông lái một bánh trên xe máy,Một phụ nữ trẻ tham gia cuộc phiêu lưu bằng mô tô,0.6
Một người đàn ông lái một bánh trên xe máy, Một vận động viên mang theo một chiếc xe đạp,0.13
Một người đàn ông lái một bánh trên xe máy, Một người đi xe máy đang đứng trên một bánh xe,0.87
Một phụ nữ trẻ tham gia cuộc phiêu lưu bằng mô tô, Một vận động viên mang theo một chiếc xe đạp,0
Một phụ nữ trẻ tham gia cuộc phiêu lưu bằng mô tô, Một người đi xe máy đang đứng trên một bánh xe,0.27
 Một vận động viên mang theo một chiếc xe đạp, Một người đi xe máy đang đứng trên một bánh xe,0
Một nhóm người chứng kiến một vụ tai nạn ô tô gần cầu,Người dân chứng kiến một vụ tai nạn ô tô,0.8
Một nhóm người chứng kiến một vụ tai nạn ô tô gần cầu,Một chiếc xe bị đâm gần một cây cầu và một nhóm người đang đợi ở đó,0.93
Một nhóm người chứng kiến một vụ tai nạn ô tô gần cầu, Một trong những chương trình là một người lái xe mô tô,0
Một nhóm người chứng kiến một vụ tai nạn ô tô gần cầu, Một nhóm người đang chờ vớt chiếc ghế bị rơi từ trên cầu xuống,0.67
Người dân chứng kiến một vụ tai nạn ô tô,Một chiếc xe bị đâm gần một cây cầu và một nhóm người đang đợi ở đó,0.87
Người dân chứng kiến một vụ tai nạn ô tô, Một trong những chương trình là một người lái xe mô tô,0
Người dân chứng kiến một vụ tai nạn ô tô, Một nhóm người đang chờ vớt chiếc ghế bị rơi từ trên cầu xuống,0.73
Một chiếc xe bị đâm gần một cây cầu và một nhóm người đang đợi ở đó, Một trong những chương trình là một người lái xe mô tô,0
Một chiếc xe bị đâm gần một cây cầu và một nhóm người đang đợi ở đó, Một nhóm người đang chờ vớt chiếc ghế bị rơi từ trên cầu xuống,0.8
 Một trong những chương trình là một người lái xe mô tô, Một nhóm người đang chờ vớt chiếc ghế bị rơi từ trên cầu xuống,0
Một người phụ nữ đi qua một thành phố, Một người phụ nữ bước xuống phố,0.87
Một người phụ nữ đi qua một thành phố,Một người phụ nữ đi dạo trong thành phố với chiếc túi xách màu nâu,0.67
Một người phụ nữ đi qua một thành phố, Người tóc đỏ đang quan sát nguy hiểm,0
Một người phụ nữ đi qua một thành phố,Một thiếu nữ đi trên vỉa hè cạnh cây treo bóng đèn,0.53
 Một người phụ nữ bước xuống phố,Một người phụ nữ đi dạo trong thành phố với chiếc túi xách màu nâu,0.67
 Một người phụ nữ bước xuống phố, Người tóc đỏ đang quan sát nguy hiểm,0
 Một người phụ nữ bước xuống phố,Một thiếu nữ đi trên vỉa hè cạnh cây treo bóng đèn,0.53
Một người phụ nữ đi dạo trong thành phố với chiếc túi xách màu nâu, Người tóc đỏ đang quan sát nguy hiểm,0
Một người phụ nữ đi dạo trong thành phố với chiếc túi xách màu nâu,Một thiếu nữ đi trên vỉa hè cạnh cây treo bóng đèn,0.47
 Người tóc đỏ đang quan sát nguy hiểm,Một thiếu nữ đi trên vỉa hè cạnh cây treo bóng đèn,0
Một người đàn ông chơi sóng trên biển, Một người đàn ông lướt trên sóng,0.93
Một người đàn ông chơi sóng trên biển,Một người đàn ông mặc đồ đen đang lướt sóng trên biển,0.73
Một người đàn ông chơi sóng trên biển, Hai cái cây được nhìn thấy được trang trí bằng bóng đèn,0
Một người đàn ông chơi sóng trên biển, Một thanh niên lướt sóng cố gắng giữ thăng bằng,0.53
 Một người đàn ông lướt trên sóng,Một người đàn ông mặc đồ đen đang lướt sóng trên biển,0.8
 Một người đàn ông lướt trên sóng, Hai cái cây được nhìn thấy được trang trí bằng bóng đèn,0
 Một người đàn ông lướt trên sóng, Một thanh niên lướt sóng cố gắng giữ thăng bằng,0.47
Một người đàn ông mặc đồ đen đang lướt sóng trên biển, Hai cái cây được nhìn thấy được trang trí bằng bóng đèn,0
Một người đàn ông mặc đồ đen đang lướt sóng trên biển, Một thanh niên lướt sóng cố gắng giữ thăng bằng,0.47
 Hai cái cây được nhìn thấy được trang trí bằng bóng đèn, Một thanh niên lướt sóng cố gắng giữ thăng bằng,0
Một chiếc ô tô bốc khói trong một cuộc đua ô tô, Một chiếc ô tô đang di chuyển nhanh,0.33
Một chiếc ô tô bốc khói trong một cuộc đua ô tô,"Một chiếc xe Công thức 1 màu xanh lao xuống đường đua, bốc khói",0.8
Một chiếc ô tô bốc khói trong một cuộc đua ô tô, Một sợi dây được buộc vào một đầu của tấm ván,0
Một chiếc ô tô bốc khói trong một cuộc đua ô tô,Một chiếc xe đua bốc cháy,0.67
 Một chiếc ô tô đang di chuyển nhanh,"Một chiếc xe Công thức 1 màu xanh lao xuống đường đua, bốc khói",0.6
 Một chiếc ô tô đang di chuyển nhanh, Một sợi dây được buộc vào một đầu của tấm ván,0
 Một chiếc ô tô đang di chuyển nhanh,Một chiếc xe đua bốc cháy,0.27
"Một chiếc xe Công thức 1 màu xanh lao xuống đường đua, bốc khói", Một sợi dây được buộc vào một đầu của tấm ván,0
"Một chiếc xe Công thức 1 màu xanh lao xuống đường đua, bốc khói",Một chiếc xe đua bốc cháy,0.6
 Một sợi dây được buộc vào một đầu của tấm ván,Một chiếc xe đua bốc cháy,0
Một người đàn ông chơi nhạc cụ với tình yêu, Một người đàn ông sẽ làm điều đó,0.2
Một người đàn ông chơi nhạc cụ với tình yêu,Một vận động viên thể hiện thành tích trượt băng của mình ở nơi công cộng,0.4
Một người đàn ông chơi nhạc cụ với tình yêu,Khán giả nhìn chiếc xe bốc khói,0
Một người đàn ông chơi nhạc cụ với tình yêu, Một thanh niên trên ván trượt nhảy rất cao,0.27
 Một người đàn ông sẽ làm điều đó,Một vận động viên thể hiện thành tích trượt băng của mình ở nơi công cộng,0.47
 Một người đàn ông sẽ làm điều đó,Khán giả nhìn chiếc xe bốc khói,0
 Một người đàn ông sẽ làm điều đó, Một thanh niên trên ván trượt nhảy rất cao,0.53
Một vận động viên thể hiện thành tích trượt băng của mình ở nơi công cộng,Khán giả nhìn chiếc xe bốc khói,0.2
Một vận động viên thể hiện thành tích trượt băng của mình ở nơi công cộng, Một thanh niên trên ván trượt nhảy rất cao,0.8
Khán giả nhìn chiếc xe bốc khói, Một thanh niên trên ván trượt nhảy rất cao,0
Một người đàn ông chơi nhạc cụ với tình yêu, Một người đàn ông sẽ làm điều đó,0.13
Một người đàn ông chơi nhạc cụ với tình yêu,Một vận động viên thể hiện cuộc phiêu lưu trượt tuyết của mình trên tuyết,0.27
Một người đàn ông chơi nhạc cụ với tình yêu, Ánh sáng xanh bầu trời rất rõ ràng xuất hiện,0
Một người đàn ông chơi nhạc cụ với tình yêu, Một người đi xe cút kít nhảy qua bức tường,0.2
 Một người đàn ông sẽ làm điều đó,Một vận động viên thể hiện cuộc phiêu lưu trượt tuyết của mình trên tuyết,0.47
 Một người đàn ông sẽ làm điều đó, Ánh sáng xanh bầu trời rất rõ ràng xuất hiện,0
 Một người đàn ông sẽ làm điều đó, Một người đi xe cút kít nhảy qua bức tường,0.33
Một vận động viên thể hiện cuộc phiêu lưu trượt tuyết của mình trên tuyết, Ánh sáng xanh bầu trời rất rõ ràng xuất hiện,0
Một vận động viên thể hiện cuộc phiêu lưu trượt tuyết của mình trên tuyết, Một người đi xe cút kít nhảy qua bức tường,0.27
 Ánh sáng xanh bầu trời rất rõ ràng xuất hiện, Một người đi xe cút kít nhảy qua bức tường,0
Một người đàn ông leo lên một ngọn núi một cách khó khăn, Một người đàn ông leo lên một ngọn núi,0.8
Một người đàn ông leo lên một ngọn núi một cách khó khăn,Một người đàn ông châu Á trèo lên một tảng đá,0.53
Một người đàn ông leo lên một ngọn núi một cách khó khăn, Một người đàn ông nhảy qua bức tường màu nâu nhạt,0.2
Một người đàn ông leo lên một ngọn núi một cách khó khăn, Một thanh niên leo núi ôm một tảng đá,0.53
 Một người đàn ông leo lên một ngọn núi,Một người đàn ông châu Á trèo lên một tảng đá,0.6
 Một người đàn ông leo lên một ngọn núi, Một người đàn ông nhảy qua bức tường màu nâu nhạt,0.13
 Một người đàn ông leo lên một ngọn núi, Một thanh niên leo núi ôm một tảng đá,0.67
Một người đàn ông châu Á trèo lên một tảng đá, Một người đàn ông nhảy qua bức tường màu nâu nhạt,0.13
Một người đàn ông châu Á trèo lên một tảng đá, Một thanh niên leo núi ôm một tảng đá,0.4
 Một người đàn ông nhảy qua bức tường màu nâu nhạt, Một thanh niên leo núi ôm một tảng đá,0.27
Một người đàn ông đi xe đạp, Một người đàn ông đi xe đạp,0.93
Một người đàn ông đi xe đạp,Một người khoe chuyến phiêu lưu đạp xe trên cát,0.6
Một người đàn ông đi xe đạp, Người leo núi bằng nỗ lực,0.07
Một người đàn ông đi xe đạp, Một thanh niên đi xe đạp lên đỉnh Ala Tappayadi sắp lao xuống với một chiếc karanam,0.53
 Một người đàn ông đi xe đạp,Một người khoe chuyến phiêu lưu đạp xe trên cát,0.6
 Một người đàn ông đi xe đạp, Người leo núi bằng nỗ lực,0.13
 Một người đàn ông đi xe đạp, Một thanh niên đi xe đạp lên đỉnh Ala Tappayadi sắp lao xuống với một chiếc karanam,0.67
Một người khoe chuyến phiêu lưu đạp xe trên cát, Người leo núi bằng nỗ lực,0.07
Một người khoe chuyến phiêu lưu đạp xe trên cát, Một thanh niên đi xe đạp lên đỉnh Ala Tappayadi sắp lao xuống với một chiếc karanam,0.47
 Người leo núi bằng nỗ lực, Một thanh niên đi xe đạp lên đỉnh Ala Tappayadi sắp lao xuống với một chiếc karanam,0.07
"Trong một trận đấu quyền anh, một đấu thủ bị hạ gục", Mọi người đang mê quyền anh,0.6
"Trong một trận đấu quyền anh, một đấu thủ bị hạ gục",Một đô vật rơi đè lên người,0.4
"Trong một trận đấu quyền anh, một đấu thủ bị hạ gục", Có bóng xe đạp trên đồi cát,0
"Trong một trận đấu quyền anh, một đấu thủ bị hạ gục", Một đô vật nhấc một đô vật khác lên và ném anh ta về phía sau,0.73
 Mọi người đang mê quyền anh,Một đô vật rơi đè lên người,0.4
 Mọi người đang mê quyền anh, Có bóng xe đạp trên đồi cát,0
 Mọi người đang mê quyền anh, Một đô vật nhấc một đô vật khác lên và ném anh ta về phía sau,0.33
Một đô vật rơi đè lên người, Có bóng xe đạp trên đồi cát,0
Một đô vật rơi đè lên người, Một đô vật nhấc một đô vật khác lên và ném anh ta về phía sau,0.6
 Có bóng xe đạp trên đồi cát, Một đô vật nhấc một đô vật khác lên và ném anh ta về phía sau,0
Một người phụ nữ nhảy lên sung sướng, Một cô gái nhảy lên,0.8
Một người phụ nữ nhảy lên sung sướng,Một thiếu nữ tạo dáng chụp ảnh bằng cách nhảy từ trên cao xuống trước dãy núi,0.53
Một người phụ nữ nhảy lên sung sướng,Người đàn ông cởi áo đang đỡ người đàn ông khác lên,0
Một người phụ nữ nhảy lên sung sướng, Thiếu nữ từ trên cao nhảy lên lè lưỡi,0.47
 Một cô gái nhảy lên,Một thiếu nữ tạo dáng chụp ảnh bằng cách nhảy từ trên cao xuống trước dãy núi,0.47
 Một cô gái nhảy lên,Người đàn ông cởi áo đang đỡ người đàn ông khác lên,0
 Một cô gái nhảy lên, Thiếu nữ từ trên cao nhảy lên lè lưỡi,0.47
Một thiếu nữ tạo dáng chụp ảnh bằng cách nhảy từ trên cao xuống trước dãy núi,Người đàn ông cởi áo đang đỡ người đàn ông khác lên,0.07
Một thiếu nữ tạo dáng chụp ảnh bằng cách nhảy từ trên cao xuống trước dãy núi, Thiếu nữ từ trên cao nhảy lên lè lưỡi,0.53
Người đàn ông cởi áo đang đỡ người đàn ông khác lên, Thiếu nữ từ trên cao nhảy lên lè lưỡi,0
Một người phụ nữ trèo tường bằng cách sử dụng vật đỡ, Một cô gái trèo lên,0.8
Một người phụ nữ trèo tường bằng cách sử dụng vật đỡ,Một phụ nữ trẻ đang tập leo núi,0.73
Một người phụ nữ trèo tường bằng cách sử dụng vật đỡ,Xung quanh có tầm nhìn ra đỉnh đồi,0
Một người phụ nữ trèo tường bằng cách sử dụng vật đỡ, Một phụ nữ trẻ cố gắng trèo lên tường,0.73
 Một cô gái trèo lên,Một phụ nữ trẻ đang tập leo núi,0.6
 Một cô gái trèo lên,Xung quanh có tầm nhìn ra đỉnh đồi,0
 Một cô gái trèo lên, Một phụ nữ trẻ cố gắng trèo lên tường,0.73
Một phụ nữ trẻ đang tập leo núi,Xung quanh có tầm nhìn ra đỉnh đồi,0
Một phụ nữ trẻ đang tập leo núi, Một phụ nữ trẻ cố gắng trèo lên tường,0.67
Xung quanh có tầm nhìn ra đỉnh đồi, Một phụ nữ trẻ cố gắng trèo lên tường,0
Một người đàn ông chơi với một chiếc xe đạp, Một người đàn ông đi xe đạp,0.8
Một người đàn ông chơi với một chiếc xe đạp,"Người đàn ông áo đen, áo đỏ thể hiện những pha nguy hiểm khi đạp xe",0.67
Một người đàn ông chơi với một chiếc xe đạp, Vận động viên có một chiếc túi nhỏ màu xanh lá cây trên thắt lưng,0
Một người đàn ông chơi với một chiếc xe đạp, Một người đi xe đạp nhảy qua bờ kè đầy cỏ,0.33
 Một người đàn ông đi xe đạp,"Người đàn ông áo đen, áo đỏ thể hiện những pha nguy hiểm khi đạp xe",0.8
 Một người đàn ông đi xe đạp, Vận động viên có một chiếc túi nhỏ màu xanh lá cây trên thắt lưng,0
 Một người đàn ông đi xe đạp, Một người đi xe đạp nhảy qua bờ kè đầy cỏ,0.47
"Người đàn ông áo đen, áo đỏ thể hiện những pha nguy hiểm khi đạp xe", Vận động viên có một chiếc túi nhỏ màu xanh lá cây trên thắt lưng,0
