sentence1,sentence2,similarity
Một chiếc xe màu trắng đang được người đàn ông lái,Một người chơi bóng đá đang chạy qua một trọng tài đang cầm một quả bóng đá,0.2
Một người phụ nữ đang chiên cá,Hai người phụ nữ mặc bikini và đang đi trên cát,0.2
Một người lướt sóng đang cưỡi sóng,Không có người đàn ông nào buộc dây giày,0.2
Một con chó lớn và một con chó trắng nhỏ đang chơi đùa với nhau,Hai công nhân xây dựng đang ngồi trên nóc tòa nhà,0.2
Cô gái đang cầm một tấm biển và một nhóm người đang đi theo cô ấy,Một người phụ nữ đang lau mặt cho một người đàn ông,0.2
Một người phụ nữ đang đập trứng,Một người đàn ông cởi trần đang tạo dáng với một cô gái đang đi bộ đường dài trong công viên,0.2
Một người đàn ông có hình xăm đang nằm dài trên ghế dài và đang tìm một cây bút chì,Một con bò đang ăn cỏ khô,0.2
Ba người đàn ông đang ngồi trên đồi và nhìn lên núi và bầu trời,Một số thịt đang được khâu lại với nhau bởi một người phụ nữ,0.2
Hai người đàn ông đang đánh nhau,Một vài cậu bé đang chơi trò chơi điện tử,0.26
Hai người đang ngồi thoải mái trên băng ghế,Một người đàn ông đang chơi bóng đá,0.24
Một cậu bé bên cạnh một số thùng giẻ rách đang cầm thứ gì đó,Một cậu bé đang đi qua cầu,0.34
Người đàn ông đang thực hiện động tác nhào lộn bằng xe máy trên mặt đất hầu như trống trải,Không có đứa trẻ nào cầm súng phun nước,0.28
Một người đàn ông không chơi đàn ghi-ta,Một ca sĩ nổi tiếng đang nhảy trên trần nhà,0.36
Một người phụ nữ đang lướt sóng,Một cậu bé sợ hãi đang ở trên tường leo núi,0.2
Một người đi xe đạp mặc đồng phục đen và đỏ đang đứng trên một chiếc xe đạp địa hình,Năm người lớn đang ngồi trên bậc đá,0.22
Đàn piano đang được chơi bởi một người đàn ông,Một đứa trẻ tóc vàng đang trượt xuống cầu trượt và giơ tay lên,0.2
Một con mèo đang chơi với một quả dưa hấu,Một người phụ nữ đang ngắm nhìn quang cảnh của thành phố,0.2
Những người đàn ông đang đóng gói va li vào cốp xe,Cậu bé đang chạy qua những con sóng đại dương,0.2
Ngũ cốc đang được người đàn ông ăn,Cậu bé và cô bé đang chơi và đeo phao tay,0.2
Một người mặc áo khoác đen đang biểu diễn các động tác trên xe máy,Cô bé còn nhỏ đang cẩn thận chải tóc thành đuôi ngựa,0.26
Một con chó lớn và một con chó nhỏ đang đứng cạnh quầy bếp và đang điều tra,Một cậu bé mỉm cười trong bộ quần áo mùa đông đang vẫy đôi tay đeo găng tay của mình bên ngoài một tòa nhà trong tuyết,0.2
Một con cá đang bị một người đàn ông cắt lát,Một con mèo đang nhảy vào một cái hộp,0.2
Một chú chó trắng và rám nắng đang chạy qua bãi cỏ cao và xanh,Người phụ nữ đang ăn những lát thịt,0.2
Một con hổ không đi lại xung quanh,Một số người đang đi bộ,0.34
Cô gái đang phi nước kiệu trên lưng ngựa,Một người đàn ông trên xe máy không đi trên một bánh xe,0.2
Một người đang rửa sạch miếng bít tết bằng nước,Một người đàn ông đang phết bơ lên một lát bánh mì,0.34
Một người đàn ông đang cho tỏi vào một số lát bánh mì,Một người đang ném các nguyên liệu vào người đàn ông ở máy trộn,0.44
Một em bé đang hắt hơi và làm một em bé khác sợ,Một đứa trẻ tóc đen đang xóa một bức ảnh khỏi máy ảnh,0.2
Một người đàn ông vô gia cư đang giơ tấm biển và xin tiền,Con mèo đang đói khát uống sữa,0.2
Một cô gái mặc áo sọc đang chạy chân trần trên đồi cát,Một người phụ nữ đang trộn hỗn hợp thịt trong bát,0.24
Một đứa trẻ đang mỉm cười với máy ảnh và bơi dưới nước,Một con vật đang sủa vào một quả bóng,0.22
Một cậu bé mặc bộ đồ bơi màu đỏ đang nhảy xuống hồ bơi trẻ em màu xanh,Một người đàn ông đang cho một ít thức ăn vào một cái hộp,0.2
Hai đứa trẻ đang duỗi người trên một số thanh kim loại,Một người đi xe đạp mặc đồng phục đen và đỏ đang đứng trên một chiếc xe đạp địa hình,0.26
Không có người phụ nữ nào đánh hai quả trứng trong một cái bát và sử dụng một cái đánh trứng làm bằng dây,Một người đàn ông mặc áo sơ mi nhuộm đen đang ngồi ở bàn và cười,0.24
Một đứa trẻ đang chơi với vòi nước ngoài trời và những người còn lại trong gia đình đang theo dõi,Một người đàn ông đang đứng cạnh một chiếc lồng chim lớn và đầy màu sắc,0.28
Người đàn ông đang sử dụng búa tạ để đập vỡ khối bê tông đang đè lên người khác,Một người đàn ông và một người phụ nữ đang cùng nhau đi bộ qua khu rừng,0.2
Một người đàn ông và hai người phụ nữ trong một căn phòng tối đang ngồi ở một cái bàn có nến,Một người đàn ông đột nhiên ngã khỏi lưng ngựa trên một con đường mòn hoang dã,0.22
Một cậu bé đang bị con chó hất xuống nước,Một người mặc đồng phục đua xe địa hình đang đội mũ bảo hiểm và lái một chiếc xe máy màu đỏ,0.2
Một người leo núi đang giữ một tảng đá và một người đàn ông khác đang buộc dây vào tường,Con chó đen trắng đang chạy ngoài trời,0.28
Người đàn ông đang leo núi,Một người đàn ông đang nấu một con rắn,0.2
Ba con chó nhỏ đang đánh hơi thứ gì đó,Bơ đang được một người đàn ông cắt nhỏ vào một cái hộp,0.2
Một con mèo đang chơi đàn phím,Không có người đàn ông nào chiến đấu,0.22
Một người phụ nữ đang đập một quả trứng vào bát, Một con chó màu nâu và trắng với chiếc khăn rằn màu nâu và đen đang chạy nhanh,0.2
Bệnh nhân đang giúp bác sĩ,Hai đội đang chơi bóng đá,0.22
Một người phụ nữ đang nhìn vào khoảng cách xa và mọi người đang đi bộ giữa các tòa nhà phía sau,Một người đàn ông đang chơi sáo,0.22
Một chú chó con màu nâu đang gặm một chiếc cọc kim loại mắc kẹt dưới đất,Một con chó trông suy dinh dưỡng đang đứng bằng hai chân sau và chuẩn bị nhảy,0.54
Trò chơi điện tử của hai cậu bé đang chơi trên một chiếc ghế dài,Ai đó đang đổ nguyên liệu vào nồi,0.28
Ba đứa trẻ đang chạy lên đồi,Một chú chó cưng đang đứng trên bờ và đang nhìn một chú chó nâu khác trong ao,0.2
Một phụ nữ trẻ đang chơi đàn ghi-ta,Một người đàn ông đang chuẩn bị một món ăn,0.24
Một người đàn ông đang cúi mình và cầm máy ảnh,Không có con hổ con nào phát ra tiếng động,0.2
Một người phụ nữ mặc quần jean đang ngồi trên yên ngựa,Không có người đàn ông nào chơi đàn piano,0.2
Người phụ nữ đang thái hành tây,Các cầu thủ bóng bầu dục đang vật lộn với nhau,0.2
Một người phụ nữ đang chặt nhỏ một con bạch tuộc,Một đứa trẻ đang ngồi trên ghế,0.2
Một tay đua mặc đồ bảo hộ đầy đủ đang đội mũ bảo hiểm có logo nhà tài trợ và đang lái một chiếc xe máy thể thao màu đỏ,Người trượt ván đang nhảy xuống từ một ngọn đồi phủ đầy tuyết,0.26
Không có người đàn ông nào phun chất tẩy rửa siêu mạnh vào miệng một con chó,Một người đang thái hành tây,0.2
Những điều khác nhau từ chiến tranh đang được một cựu chiến binh cho mọi người thấy,Ba người bạn đang làm mặt trước ống kính máy ảnh,0.28
Người đàn ông cất máy ảnh đi và bước ra khỏi bãi biển,Một người đàn ông có ria mép trắng đang đứng trên ban công và nhìn xuống con đường bên dưới,0.32
Một con chó mặc bộ lông màu đang chạy qua sân,Một con chó đen và nâu đang để mắt tới một con côn trùng,0.44
Một con mèo đen và nâu đang để mắt tới một con ruồi,Người đàn ông đang ăn ngũ cốc,0.2
Mọi người đang đứng ở một cuộc diễu hành,Một con chim trắng đang đáp xuống nước một cách nhanh chóng,0.22
Không có người đàn ông nào đang thái khoai tây,Một người đàn ông đang lắp bộ phận giảm thanh vào khẩu súng lục,0.22
Một ca sĩ tuyệt vời đang nhảy trên trần nhà,Một đứa trẻ đang nặn một quả cầu tuyết,0.2
Người đàn ông đang thực hiện động tác nhào lộn trên xe đạp leo núi,Một người đàn ông đang dừng lại giữa đường,0.36
Người đàn ông đang tập thể dục,Một người đang cho thịt vào chảo,0.22
"Hai người đàn ông đang diễn một vở kịch rất buồn cười, với một võ sĩ quyền Anh trước đám đông",Một con thỏ đang chơi với một con thỏ đồ chơi,0.2
Người đó đang lái xe máy trên đường cát,Một người đàn ông đang nâng tạ,0.2
Bốn thanh niên đang đứng yên và một chiếc xe đang nổ tung phía sau họ,Một người đàn ông đang đứng trên một ngọn đồi đất bên cạnh một chiếc xe màu đen,0.56
Người phụ nữ đang dắt chó đi dạo,Một người phụ nữ đang lắc lư trên một tấm chăn nằm trên người ai đó và đọc sách,0.28
Sĩ quan quân đội đang hét vào những người lính mới,Một người trượt patin đang biểu diễn một trò ảo thuật trên đường dốc,0.2
Một người đàn ông đang gõ trên một chiếc máy dùng để ghi chép tốc ký,Không có người nào đạp xe trên con đường lầy lội,0.2
Một người đàn ông đang bị một người phụ nữ tò mò nhìn,Người đàn ông đang đứng trên một ngọn núi đá và những đám mây xám ở phía sau,0.24
Người phụ nữ đang nhặt con kangaroo,Một người đàn ông đang đứng trên đỉnh mái nhà và chơi đàn violin,0.2
Một cô bé đang chơi đàn violin trên bãi biển,Một người phụ nữ đang nấu cá,0.2
Mọi người đang đi bộ qua một cây cầu dây bắc qua một dòng suối đá,Người đàn ông đang ăn lát khoai tây,0.2
Một người đàn ông vô gia cư đang giơ tấm biển và xin tiền,Người phụ nữ và người đàn ông đang đi bằng ô tô,0.22
Hai con chó đang chơi trên bãi biển,Hai người đang lái một chiếc xe jeep và một người phụ nữ đang ngồi trên nóc xe,0.2
Một nhóm người đang ăn trong một nhà hàng châu Á lớn,"Các cổ động viên đang diễu hành và mặc đồng phục màu đen, hồng và trắng",0.2
Một cánh cửa đang được mở ra bởi một người đàn ông,Một người đàn ông hói trong ban nhạc đang chơi guitar dưới ánh đèn sân khấu,0.22
Ai đó đang luộc đậu bắp trong nồi,Người đàn ông không chơi trống,0.2
Người đàn ông đang hát rất hay và chơi đàn ghi-ta,Một người đi xe đạp đang giữ một chiếc xe đạp trên đầu trong một nhóm người,0.2
Một người đàn ông mặc đồ xanh có một quả bóng màu vàng trong găng tay,Một người đàn ông đang nhảy dây ở bên ngoài,0.24
Ba con chó đang nghỉ ngơi trên vỉa hè,Người phụ nữ cầm dao đang cắt một quả ớt,0.2
Những cậu bé đang chơi ngoài trời và người đàn ông đang mỉm cười gần đó,Không có cậu bé nào chơi ngoài trời và không có người đàn ông nào mỉm cười,0.72
Một người mặc áo khoác đen đang biểu diễn các động tác trên xe máy,Một người có tay nghề đang đi xe đạp trên một bánh xe,0.68
Bốn đứa trẻ đang tập uốn lưng trong phòng tập thể dục,Bốn cô gái đang uốn lưng và chơi ngoài trời,0.76
Một cầu thủ đang ném bóng,Hai đội đang thi đấu trong một trận bóng đá,0.58
Năm đứa trẻ đang đứng trước một túp lều gỗ,Năm đứa trẻ đang đứng trong một túp lều gỗ,0.84
Rất ít người ăn ở những chiếc bàn màu đỏ trong một nhà hàng không có đèn,Một nhóm lớn người Châu Á đang ăn ở một nhà hàng,0.52
Có người đang ngồi trên chiếc xe máy màu đen và trắng và đang đứng trên ghế,Một chiếc xe máy đang chạy đứng trên ghế của xe,0.633
Hai con chó đang chơi đùa bên một cái cây,Hai con chó đang chơi đùa bên một cái cây,0.92
Một cô gái mặc đồ trắng đang nhảy múa,Một cô gái mặc quần áo trắng và đang nhảy múa,0.98
Không có cô gái nào mặc đồ trắng đang nhảy múa,Một cô gái mặc đồ trắng đang nhảy múa,0.84
Thiết bị trước mặt cô gái tóc vàng đang nhảy múa thật tuyệt vời,Một cô gái mặc đồ trắng đang nhảy múa,0.54
Một cô gái mặc đồ trắng đang nhảy múa,Cô gái tóc vàng đang nhảy múa trước thiết bị âm thanh,0.66
Những đứa trẻ trong một gia đình đang chơi và chờ đợi,Một người đàn ông châu Á đang nhảy và ba đứa trẻ đang nhìn,0.38
Một người đi bộ đường dài đang ở trên đỉnh núi và đang nhảy múa vui vẻ,Một người đi bộ đường dài đang ở trên đỉnh núi và đang nhảy múa,0.94
Một cậu bé đang đứng bên ngoài nước,Cậu bé đang lội qua đại dương xanh,0.627
Một người hói đang chơi đàn ghi-ta,Một người có mái tóc vàng hoe và bay bay đang chơi đàn ghi-ta,0.78
Một bà già ngực trần phủ đầy sơn,"Một phụ nữ trẻ, ngực trần phủ đầy sơn",0.76
Một nhóm trẻ em mặc đồng phục đang đứng ở cổng và không có ai hôn người mẹ,Một đám đông người đang ở gần bờ nước,0.26
Một con chó nâu và trắng đang chạy qua bãi cỏ cao,Một con chó nâu và trắng đang di chuyển qua bãi cỏ hoang,0.88
Một chú chó trắng và rám nắng đang chạy qua bãi cỏ cao và xanh,Một con chó trắng và nâu đang chạy qua một cánh đồng,0.87
Một người đàn ông đang ngồi gần một chiếc xe đạp và đang viết một ghi chú,Một người đàn ông đang đứng gần một chiếc xe đạp và đang viết trên một tờ giấy,0.72
Một nhóm hướng đạo sinh đang đi bộ đường dài qua bãi cỏ,Một nhóm nhà thám hiểm đang đi bộ qua bãi cỏ,0.82
Hai người đàn ông đang nghỉ ngơi sau chuyến đi trên con đường tuyết,Hai người đàn ông lái xe ô tô đang ở bên lề đường tuyết,0.8
Một người phụ nữ đang lướt sóng và cưỡi một con sóng,Một cô gái tóc vàng đang nhìn những con sóng,0.66
"Người phụ nữ mặc quần bạc, quần ống loe màu hồng và khăn quàng cổ màu hồng đang đạp xe",Quần ống loe màu hồng và khăn quàng cổ màu hồng không được mặc bởi phụ nữ mặc quần màu bạc hoặc những người đi xe đạp,0.66
"Người phụ nữ mặc quần bạc, quần ống loe màu hồng và khăn quàng cổ màu hồng đang đạp xe",Một người phụ nữ đi bộ đang chế tạo những chiếc xe đạp màu hồng cho những người đi xe đạp đội khăn trùm đầu,0.48
Một người đi xe đạp đang mặc đồ màu đen,Một người đi xe đạp mặc đồ đen đang phá bánh răng,0.62
Một người phụ nữ đang cởi chiếc áo choàng rất rộng và để lộ chiếc váy xa hoa,Một người phụ nữ đang mặc một chiếc áo choàng rất rộng và che giấu một chiếc váy xa hoa,0.7
Một cậu bé đang trèo lên một bức tường nhân tạo được xây dựng để leo trèo và được buộc vào một sợi dây thừng,Một cậu bé trông có vẻ sợ hãi đang ở trên tường leo núi.,0.7
Một người đàn ông không ném một đứa trẻ xuống hồ bơi gần biển,Người đàn ông đang ném một đứa trẻ xuống hồ bơi gần biển,0.7
Một người đàn ông đang leo lên vách đá bằng một sợi dây thừng,Một người mặc đồ leo núi màu hồng đang buộc dây vào tảng đá,0.66
Một người đang trèo lên một tảng đá bằng một sợi dây thừng màu hồng,Một người đàn ông đang leo lên vách đá bằng một sợi dây thừng,0.92
Một con chó trắng đang nhìn chằm chằm vào con phố đen,Hai con chó thuộc hai giống khác nhau đang nhìn nhau ở bên kia đường,0.68
Một con chó lông đen đang ở trong sân sau và đang ngậm một chiếc giỏ trong miệng,"Một con chó bên cạnh một cái cây, có thể là cây thông, đang cắn một cái xô",0.557
Một vài người đàn ông trong một cuộc thi đang chạy bên ngoài,Một vài người đàn ông trong một cuộc thi đang chạy trong nhà,0.78
Một vài người đàn ông trong một cuộc thi đang chạy bên ngoài,Một vài người đàn ông đang chạy thi đấu bên ngoài,0.78
Đứa trẻ đang vui vẻ trượt trên tuyết,"Một cậu bé trên ngọn đồi phủ đầy tuyết, mặc áo khoác đỏ, đội mũ đen và đang trượt trên đầu gối",0.8
Một người phụ nữ lớn tuổi đang ở gần một con chó trắng,Một người phụ nữ và một con chó đang ngồi trên gốc cây,0.62
Một nhóm người được trang bị đồ bảo hộ,Một nhóm người được trang bị thiết bị bảo vệ,1
Một con chó trắng và một con chó đen đang chạy cạnh nhau trên bãi cỏ,Một con chó có bộ lông đen và một con chó trắng đang chạy trên cỏ,0.84
Không có nhiều người ở công viên trượt băng,Một sân trượt băng ngoài trời đông nghẹt người,0.7
Cô gái mặc đồng phục xanh trắng đang reo hò,Cô gái đang cổ vũ người đàn ông mặc đồng phục xanh và trắng,0.62
Một người phụ nữ đang được một người đàn ông hôn,Không có người phụ nữ nào được hôn bởi một người đàn ông,0.84
 Cô gái mặc áo đỏ đang thổi bong bóng,Cô gái trẻ đang thổi một bong bóng rất lớn,0.76
"Một số xúc xích ngô đang được hai đứa trẻ ăn trong một chiếc xe đẩy, thực sự rất nhỏ","Hai đứa trẻ đang ăn xúc xích ngô trong một chiếc xe đẩy, thực sự rất nhỏ",0.96
Một người đàn ông đang cưỡi ngựa trên một con đường mòn được xây dựng trong tự nhiên,Một con ngựa đang ném chàng cao bồi mặc quần màu xanh và đỏ,0.42
Một người lớn đang ở trong giảng đường và đang nói chuyện với một cậu bé,Không có người lớn nào trong giảng đường nói chuyện với một cậu bé,0.86
Một cuộc nói chuyện về một người lớn và một cậu bé được đưa ra trong giảng đường,Một người lớn đang ở trong giảng đường và đang nói chuyện với một cậu bé,0.62
Người trượt ván không nhảy qua tuyết trắng,Một người đang tập trượt tuyết nhảy lên không trung,0.66
Một người phụ nữ đang cưỡi ngựa,Một người đàn ông đang mở một gói nhỏ chứa tai nghe,0.2
Một con cá đang săn một con rùa ở biển,Con rùa đang theo con cá,0.7
Một củ khoai tây đang được một người phụ nữ cắt lát,Một người phụ nữ đang thái lát cà rốt,0.6
Một người phụ nữ đang chải tóc,Một người phụ nữ đang chải tóc,0.82
Một người phụ nữ đang chải tóc,Không có người phụ nữ nào chải tóc,0.72
Một người đàn ông và một người phụ nữ đang đi bộ đường dài qua một khu rừng,Một người đàn ông và một người phụ nữ đang cùng nhau đi bộ qua khu rừng,0.86
Một người đàn ông và một người phụ nữ đang cùng nhau đi bộ qua khu rừng,Một người đàn ông và một người phụ nữ đang đi bộ qua một khu rừng,0.92
Một người đàn ông đang cắt một chiếc bánh,Một người đàn ông đang cắt một quả cà chua,0.72
Một người phụ nữ đang nhảy múa và hát một mình,Một người phụ nữ đang nhảy múa và hát với những người phụ nữ khác,0.657
 Một số phụ nữ đang nhảy múa và ca hát,Một người phụ nữ đang nhảy múa và hát trong mưa,0.76
Một người phụ nữ đang nhảy múa và hát với những người phụ nữ khác,Một người phụ nữ đang nhảy múa và hát trong mưa,0.82
Một ban nhạc đang chơi trên sân khấu,Một ban nhạc đang chơi trên sân khấu,1
Một người đàn ông đang chơi sáo,Một người đàn ông đang chơi trò chơi với một quả bóng,0.3
Người phụ nữ đang đo người phụ nữ kia,Một người phụ nữ đang được một người phụ nữ khác đo,0.98
Một người đang đứng gần một chiếc xe máy,Một người đang thái hành tây,0.24
Một người đàn ông đang la hét,Một người đàn ông sợ hãi,0.72
Một người đàn ông buồn đang khóc,Một người đàn ông đang la hét,0.58
Một người phụ nữ đang cắt tôm,Một người đàn ông đang cắt bơ vào một cái hộp nhỏ,0.28
Những người đàn ông đang cưa gỗ,Đàn ông đang chặt gỗ,0.9
Một người đàn ông đang nói chuyện trên radio,Một người đàn ông đang khạc nhổ,0.34
"Ba thanh niên đang chạy, nhảy và đá gần một máy bán hàng tự động","Không có người đàn ông nào chạy, nhảy và đá gần máy bán hàng tự động",0.76
Ba người đàn ông đang nhảy khỏi bức tường,"Ba thanh niên đang chạy, nhảy và đá điên cuồng gần một máy bán hàng tự động",0.5
Người đàn ông không khuấy nước sốt cho gà,Người đàn ông đang khuấy nước sốt cho gà,0.8
Một người đàn ông đang chơi đàn ghi-ta điện,Một người đàn ông đang chơi đàn ghi-ta,0.98
Một người đàn ông đang chơi đàn ghi-ta,Một người đàn ông đang gảy đàn guitar,0.98
Ba cậu bé mặc trang phục karate không đánh nhau,Ba cậu bé mặc trang phục karate đang chiến đấu,0.66
Ba người đàn ông đang tập karate ngoài trời,Ba cậu bé mặc trang phục karate đang chiến đấu,0.76
Một người phụ nữ đang trồng một số hoa,Một người phụ nữ đang cắt bông cải xanh,0.24
Một cái lỗ đang được đào bởi con lửng,Một con lửng đang khéo léo đào đất,0.9
Một con rắn đang được một người đàn ông cho ăn một con chuột,Không có con rắn nào được một người đàn ông cho ăn chuột,0.94
Một số thành phần đang được trộn trong bát bởi một người,Một số thành phần đang được tách ra trong một cái bát bởi một người,0.92
Một chiếc thuyền đang lướt đi êm ả trên mặt nước,Đàn guitar đang được chơi bởi người đàn ông,0.22
Sữa đang được một con mèo uống,Con mèo đang uống sữa,1
Một người đàn ông đang đổ hết một thùng chứa bằng nhựa,Một người đàn ông đang đổ một thùng chứa bằng nhựa,0.94
Một người đàn ông đang đổ một thùng chứa bằng nhựa,Một người đàn ông đang vô tình cầm một con ếch,0.22
Một cô gái đang chơi sáo một cách rất hay,Một cô gái đang chơi sáo,0.92
Người lớn đang chơi đàn ghita rất to,Một người đàn ông đang chơi sáo,0.48
Một người đàn ông đang chơi đàn ghita rất to,Một cây sáo không được chơi bởi một người đàn ông,0.48
Cô bé còn nhỏ đang cẩn thận chải tóc thành đuôi ngựa,Cô bé còn nhỏ đang chải tóc thành đuôi ngựa.,0.92
Một người đàn ông đang ngồi trên ghế,Cô bé nhỏ nhắn đang vò tóc,0.2
Micrô trước con vẹt đang nói đang bị tắt tiếng,Con vẹt đang nói vào micrô,0.8
Những chú mèo con trên khay đang bị ăn thịt làm thức ăn cho một quảng cáo,Thức ăn trên khay đang được mèo con ăn,0.7
Thức ăn trên khay đang được mèo con ăn,Một vài chú mèo con đang ăn,0.84
Một người đang chơi đàn ghi-ta và hát,Một người đang chơi đàn ghita và hát,0.98
Con ngựa đang được cưỡi bởi một người đàn ông,Một người đàn ông đang cưỡi ngựa,1
Một người đàn ông đang ném dao vào một cái cây một cách nguy hiểm,Một số người đàn ông nguy hiểm cầm dao đang ném xe đạp vào cây,0.66
Một người phụ nữ đang cắt thịt một cách chính xác,Một số thịt đang được cắt thành từng miếng bởi một người phụ nữ,0.96
Người đàn ông đang từ chối phỏng vấn,Người đàn ông đang trả lời phỏng vấn,0.64
Người đàn ông đang trả lời phỏng vấn,Chiếc xe màu trắng của một người đàn ông đang được lái đi,0.22
Một cậu bé đang mắng một con chó,Một cậu bé đang chơi với một con chó,0.68
Bức ảnh chụp một chiếc máy ảnh được một người đàn ông chụp trên bãi biển lúc hoàng hôn,Một người đàn ông đang chụp ảnh một hồ nước,0.6
Một người phụ nữ đang khâu bằng máy,Một người phụ nữ đang sử dụng một chiếc máy may,0.96
Có người đang ngã ngựa,Người đàn ông không bị ngã khỏi ngựa,0.78
Một người phụ nữ đang gõ ngón tay của mình trên bàn,Một người phụ nữ đang đặt ngón tay của mình lên bàn,0.82
Một người phụ nữ đang gõ ngón tay của mình,Một người phụ nữ đang đặt ngón tay của mình lên bàn,0.62
Con mèo đang chơi đùa say mê với quả dưa hấu,Con mèo đang chơi với quả dưa hấu,0.94
Con mèo đang chơi đùa say mê với quả dưa hấu,Một con mèo đang chơi với một quả dưa hấu,0.9
Một người đang đốt một số máy ảnh bằng đèn khò,Người cao lớn đang đốt cháy các máy ảnh,0.76
Một số máy ảnh đang bị đốt cháy bởi một người dùng đèn khò,Người đó đang đốt cháy các máy ảnh,0.84
Một người đứng gần một số máy ảnh đang thổi vào ngọn đuốc đang cháy,Người đó đang đốt cháy các máy ảnh,0.66
Một người đang cắt hành tây thành từng miếng,Một người đang cắt một củ cà rốt thành từng miếng,0.68
Người đàn ông không cắt lát khoai tây,Người đàn ông đang cắt một củ khoai tây,0.54
Ai đó đang cắt một quả cà chua,Người phụ nữ đang cầm một quả cà chua nguyên vẹn,0.7
Người phụ nữ đang thái lát một quả cà chua,Không có ai cắt cà chua,0.6
Người phụ nữ đang thái lát một quả cà chua,Ai đó đang cắt một quả cà chua,0.94
Một người đàn ông đang chuẩn bị một món ăn,Một củ hành tây đang được người phụ nữ cắt lát bằng dao,0.26
Một người đàn ông đang chạy xuống đường,Một người đàn ông đang chạy,0.88
Một số người đang hát,Một nhóm người đang hát,0.94
Người đàn ông đang chơi đàn ghi-ta,Một người đàn ông đang chơi kèn trumpet,0.44
Một số người đang trôi nổi trên bè,Mọi người đang cưỡi và chèo bè,0.76
Mọi người đang cưỡi và chèo bè,Bốn người đang trôi nổi trên một chiếc bè,0.84
Không có con mèo nào ăn ngô trên lõi ngô,Một con mèo đang ăn ngô,0.5
Người đó đang thái rau,Không ai cắt lát cà chua,0.62
Có người đang gảy đàn guitar,Có ai đó đang chơi đàn ghi-ta,0.9
Ba người phụ nữ đang nhảy múa,Một vài phụ nữ đang nhảy múa,0.92
Một con chó bull đang được con khỉ chải lông,Con khỉ đang chải lông cho một con chó bull,0.96
Con khỉ đang chải lông cho một con chó bull,Một con chó bull đang chải lông cho con khỉ,0.78
Người phụ nữ không đập trứng vào máy trộn,Người phụ nữ đang thái thịt,0.467
Một vài con chồn đang trèo ra khỏi lồng,Chồn đang trèo xuống từ một cái kệ,0.62
Một người đàn ông đang vội vã bước vào một chiếc xe trong gara,Một người đàn ông đang bước vào xe,0.82
Một người đàn ông đang đỗ xe trong gara,Một người đàn ông đang bước vào xe,0.68
Người đó đang thái một tép tỏi thành từng miếng,Người đó không cắt tép tỏi thành từng miếng,0.6
Một người phụ nữ đang luộc mì trong nước,Một người phụ nữ đang luộc mì trong nước,1
Không có võ sĩ karate nào đá vào người đàn ông khác đang đeo găng tay đấm bốc bảo vệ,Một võ sĩ karate đang đá vào một người đàn ông khác đang đeo găng tay đấm bốc bảo vệ,0.86
Người đàn ông đang tập kick boxing với huấn luyện viên,Không có võ sĩ karate nào đá vào người đàn ông khác đang đeo găng tay đấm bốc bảo vệ,0.6
Người đàn ông đang tập kick boxing với huấn luyện viên,Một võ sĩ karate đang đá vào một người đàn ông khác đang đeo găng tay đấm bốc bảo vệ,0.8
Một người phụ nữ đang ngồi hát và chơi đàn ghi-ta,Một người phụ nữ đang ngồi hát và chơi đàn ghi-ta,1
Một người phụ nữ nằm trên một tảng đá trên một tấm chăn và đọc một cuốn sách,Một người phụ nữ đang lắc lư trên một tấm chăn nằm trên người ai đó và đọc sách,0.54
Người phụ nữ không chơi đàn ghi-ta điện,Một người đàn ông đang chơi đàn guitar acoustic,0.6
Một người đàn ông và một người phụ nữ đang nói chuyện,Một người đàn ông và một người phụ nữ đang ăn uống vui vẻ,0.52
Một người đang đổ dầu để nấu ăn vào nồi,Một người đang đổ dầu ăn vào nồi,1
Một chú chuột lang nhỏ đang gặm và ăn một miếng cà rốt trên sàn nhà,Một chú chuột lang nhỏ đang gặm và ăn một miếng cà rốt trên sàn nhà,0.96
Một chú chuột lang nhỏ đang gặm và ăn một miếng cà rốt trên sàn nhà,Một con chuột lang đang ăn một củ cà rốt,0.9
Một chiếc máy bay đang hạ cánh,Một chiếc máy bay hoạt hình đang cất cánh,0.54
Một người phụ nữ đang lấy hỗn hợp ra khỏi bát,Một người phụ nữ đang chuẩn bị một quả trứng trong chảo,0.54
Cô gái đang kẻ phấn mắt,Người phụ nữ đang kẻ phấn mắt,1
Một cô bé đang chơi đàn piano lớn trên sân khấu,Một cô gái đang luyện tập đàn piano,0.76
Một người phụ nữ đang chơi sáo,Người phụ nữ không chơi sáo,0.64
Người đàn ông đang nâng tạ,Người đàn ông đang nâng tạ,0.86
Một người phụ nữ đang trang điểm,Không có người phụ nữ nào trang điểm,0.8
Người phụ nữ đang cắt cà rốt,Một người phụ nữ đang thái hành tây,0.48
Hai người đàn ông đang đánh nhau trong chuồng gia súc,Hai người đàn ông ở bên ngoài một chuồng gia súc,0.6
Một quả bóng xanh lớn thiếu mất một củ khoai tây,Một quả bóng xanh lớn đang đập vào một củ khoai tây,0.66
Một quả bóng xanh lớn đang đập vào một củ khoai tây,Một quả bóng lớn màu xanh lá cây đang đập vào một củ khoai tây,0.96
Một quả bóng xanh lớn bị thiếu một củ khoai tây,Một quả bóng xanh lớn đang đập vào một củ khoai tây,0.7
Một quả bóng xanh lớn đang đập vào một củ khoai tây,Một quả bóng xanh lớn thiếu mất một củ khoai tây,0.68
