sentence1;sentence2;similarity
Một con chó đang nhìn xung quanh;Một con vật đang nhìn xung quanh;0,92
Một con chó đang nhìn xung quanh;Không có con chó nào nhìn xung quanh;0,58
Một con chó đang nhìn xung quanh;Một con chó đang nhìn vào một món đồ nội thất trong một cửa hàng;0,86
Một con chó đang nhìn vào quầy hàng;Một con vật đang nhìn xung quanh;0,66
Một con chó đang nhìn vào quầy hàng;Không có con chó nào nhìn xung quanh;0,74
Một con chó đang nhìn vào quầy hàng;Một con chó đang nhìn xung quanh;0,78
Một con hổ đang đi vòng quanh;Một con hổ không đi lại xung quanh;0,72
Một con hổ đang đi dạo xung quanh;Một chú hổ con đang phát ra âm thanh;0,64
Một chú hổ con đang gầm lên;Một con hổ đang đi vòng quanh;0,62
Một con hổ đang đi vòng quanh;Một chú hổ con đang phát ra âm thanh;0,58
Một người phụ nữ đang chiên thịt;Một người phụ nữ không chiên thịt;0,70
Một người phụ nữ đang đặt thức ăn vào nồi nước nóng;Một người phụ nữ đang nấu thức ăn trong một nồi nước nóng;0,88
Một người phụ nữ đang chiên thịt;Một người phụ nữ đang đặt thức ăn vào một nồi nước lạnh;0,63
Một người phụ nữ không chiên thịt;Một người phụ nữ đang đặt thức ăn vào nồi nước nóng;0,68
Kèn trumpet đang được chơi bởi một người đàn ông;Một người đàn ông đang chơi kèn trumpet;0,94
Một người phụ nữ đang chơi kèn trumpet;Một người đàn ông đang chơi kèn trumpet;0,62
Có người đang chơi với một con cóc;Có ai đó đang chơi với một con ếch;0,84
Không ai chơi với một con cóc;Có người đang chơi với một con cóc;0,78
Không ai chơi với một con cóc;Một người đàn ông đang chơi kèn trumpet;0,20
Một người phụ nữ đang chơi kèn trumpet;Có người đang chơi với một con cóc;0,34
Một người đàn ông đang chơi kèn trumpet;Có người đang chơi với một con cóc;0,34
Người đó đang cưỡi ngựa;Người đó không cưỡi ngựa;0,76
Một người đàn ông đang cưỡi ngựa;Người đó không cưỡi ngựa;0,74
Một con ngựa đang được một người đàn ông cưỡi;Người đó đang cưỡi ngựa;0,94
Không có người đàn ông nào cưỡi ngựa;Người đó đang cưỡi ngựa;0,70
Một người đàn ông đang cưỡi ngựa;Người đó đang cưỡi ngựa;0,92
Một người đang gấp một tờ giấy;Một người đang gấp một tờ giấy;0,70
Có người đang gấp một tờ giấy;Không ai gấp một tờ giấy;0,56
Không ai gấp một tờ giấy;Một người đang gấp một tờ giấy;0,56
Một cậu bé đang sử dụng ngôn ngữ ký hiệu;Một cô gái trẻ đang sử dụng ngôn ngữ ký hiệu;0,82
Ngôn ngữ ký hiệu đang được một cô gái trẻ sử dụng;Một cô gái đang giao tiếp bằng ngôn ngữ ký hiệu;0,94
Một cô gái đang giao tiếp bằng ngôn ngữ ký hiệu;Một cậu bé đang sử dụng ngôn ngữ ký hiệu;0,66
Một chú thỏ đang chơi với một chú thỏ nhồi bông;Một chú thỏ đang chơi với một chú thỏ nhồi bông;0,90
Một con thỏ đang chơi với một con thỏ đồ chơi;Một chú thỏ đang chơi với một chú thỏ nhồi bông;0,88
Một người đàn ông đang nhảy dây trên một cánh đồng;Một người đàn ông đang nhảy dây ở bên ngoài;0,90
Một người phụ nữ không cắt dưa chuột;Một người phụ nữ đang thái dưa chuột;0,79
Một người đàn ông đang nhảy dây ở bên ngoài;Một người phụ nữ không cắt dưa chuột;0,20
Một người phụ nữ đang thái dưa chuột;Một người phụ nữ đang nhảy dây ở bên ngoài;0,26
Người đàn ông không cắt khoai tây;Người đàn ông đang cắt một củ khoai tây;0,78
Một củ khoai tây đang được người đàn ông cắt lát;Một người đàn ông đang thái khoai tây;0,92
Người đàn ông đang cắt một củ khoai tây;Khoai tây đang được một người đàn ông cắt lát;0,94
Một cô gái đang chơi một nhạc cụ hơi;Một cô gái đang chơi một nhạc cụ hơi;0,98
Một cô gái đang chơi sáo;Một cô gái đang chơi một nhạc cụ hơi;0,86
Một cô gái đang chơi sáo;Một cậu bé đang chơi một nhạc cụ hơi;0,62
Một cô gái đang chơi sáo;Một cô gái đang chơi một nhạc cụ hơi;0,88
Một người đang chơi đàn phím;Một người đang chơi đàn phím;0,96
Một người đang chơi đàn phím;Một người không chơi đàn phím;0,80
Có ai đó đang chơi đàn piano;Có ai đó không chơi đàn piano;0,60
Có ai đó đang chơi đàn piano;Một người đang chơi đàn phím;0,76
Có ai đó đang chơi đàn piano;Một người không chơi đàn phím;0,60
Một người đàn ông đang nhảy xuống hồ bơi;Một người đàn ông đang lặn xuống hồ bơi;0,96
Một người đàn ông đang nhảy xuống hồ bơi;Một người đàn ông đang lặn xuống hồ bơi;0,88
Một người phụ nữ đang lặn xuống hồ bơi;Một người đàn ông đang lặn xuống hồ bơi;0,70
Người đàn ông đang nêm gia vị cho xúc xích;Người đàn ông đang ướp thịt;0,88
Người đàn ông đang thêm gia vị vào nước trong bát;Người đàn ông đang ướp thịt;0,60
Người đàn ông không nêm gia vị cho xúc xích;Người đàn ông đang thêm gia vị vào nước trong bát;0,60
Người đàn ông đang thêm gia vị vào nước;Người đàn ông đang nêm gia vị cho xúc xích;0,74
Một người đàn ông đang chơi sáo;Một người đàn ông đang chơi sáo;0,98
Không có người đàn ông nào chơi sáo;Một người đàn ông đang chơi sáo;0,60
Một người đàn ông đang chơi một cây sáo lớn;Một người đàn ông đang chơi một cây sáo lớn;0,98
Một người đàn ông đang chơi một cây sáo lớn;Một người đàn ông đang chơi một cây sáo nhỏ;0,78
Một người đàn ông đang chơi một cây sáo nhỏ;Một người đàn ông đang chơi sáo;0,94
Một người đàn ông đang chơi một cây sáo lớn;Một người đàn ông đang chơi sáo;0,88
Người phụ nữ đang gọt khoai tây;Khoai tây đang được gọt vỏ bởi người phụ nữ;1
Người phụ nữ đang gọt khoai tây;Không có người phụ nữ nào gọt khoai tây;0,54
Một người phụ nữ đang gọt khoai tây;Khoai tây đang được gọt vỏ bởi người phụ nữ;0,96
Một người phụ nữ đang gọt khoai tây;Không có người phụ nữ nào gọt khoai tây;0,84
Người phụ nữ đang gọt khoai tây;Một người phụ nữ không gọt vỏ khoai tây;0,84
Người phụ nữ đang gọt khoai tây;Một người phụ nữ đang gọt khoai tây;1
Một người đàn ông đang chơi sáo;Một người đàn ông đang đi xe tay ga;0,26
Một người đàn ông đang đi xe tay ga;Không có người đàn ông nào chơi sáo;0,22
Một người đàn ông đang chơi đàn ghi-ta;Một người đàn ông đang chơi nhạc cụ;0,86
Một người đàn ông đang chơi đàn ghi-ta;Một con bạch tuộc đang bị một người phụ nữ cắt lát;0,20
Một người phụ nữ không cắt một con bạch tuộc;Một người đàn ông đang chơi đàn ghi-ta;0,20
Một người phụ nữ đang thái một con bạch tuộc;Một người đàn ông đang chơi nhạc cụ;0,20
Không có người đàn ông nào chơi đàn ghi-ta;Một người phụ nữ đang thái một con bạch tuộc;0,20
Một người đàn ông đang chơi đàn ghi-ta;Một người phụ nữ đang thái một con bạch tuộc;0,20
Đàn guitar đang được chơi bởi một người đàn ông;Một người đàn ông đang chơi đàn ghi-ta;1
Một người đàn ông đang chơi đàn ghi-ta;Không có người đàn ông nào chơi đàn ghi-ta;0,86
Một người đàn ông đang chơi trống;Đàn guitar đang được chơi bởi một người đàn ông;0,40
Trống đang được chơi bởi một người đàn ông;Một người đàn ông đang chơi đàn ghi-ta;0,58
Một người đàn ông đang chơi trống;Một người đàn ông đang chơi đàn ghi-ta;0,74
Một người đàn ông đang lấy một ít thức ăn ra khỏi hộp;Một người đàn ông đang bỏ đồ ăn vào hộp;0,68
Người đàn ông không cho gà vào thùng chứa;Người đàn ông đang cho gà vào thùng chứa;0,66
Người đàn ông không cho gà vào thùng chứa;Một người đàn ông đang bỏ đồ ăn vào hộp;0,74
Một người đàn ông đang lấy một ít thức ăn ra khỏi hộp;Người đàn ông đang cho gà vào thùng chứa;0,50
Người đàn ông đang cho gà vào thùng chứa;Một người đàn ông đang bỏ đồ ăn vào hộp;0,86
Một người phụ nữ đang đập trứng vào bát;Một người phụ nữ đang đập trứng vào bát;0,98
Một người phụ nữ đang đặt xiên vào giá;Một người phụ nữ đang đặt những xiên thịt lên giá;0,98
Một người phụ nữ đang đập trứng vào bát;Không có người phụ nữ nào đặt xiên vào giá;0,28
Một người phụ nữ đang đập trứng vào bát;Một người phụ nữ đang đặt xiên vào giá;0,34
Một người phụ nữ đang lấy trứng ra khỏi bát;Một người phụ nữ đang đặt xiên vào giá;0,38
Một người phụ nữ đang đập trứng vào bát;Một người phụ nữ đang đặt xiên vào giá;0,48
Một đứa bé không chơi đàn ghita;Một em bé đang chơi đàn ghita;0,54
Cậu bé đang hát và chơi đàn ghi-ta;Cậu bé không hát và chơi đàn ghi-ta;0,64
Cậu bé đang hát và chơi đàn ghi-ta;Một em bé đang chơi đàn ghita;0,70
Một đứa bé không chơi đàn ghita;Cậu bé đang hát và chơi đàn ghi-ta;0,72
Một người phụ nữ đang gọt khoai tây;Một người phụ nữ đang gọt vỏ thức ăn;0,86
Không có người phụ nữ nào gọt khoai tây;Một người phụ nữ đang gọt khoai tây;0,90
Một người đang say mê chơi đàn ghi-ta trước đám đông;Một người phụ nữ đang gọt khoai tây;0,20
Một người đàn ông đang đọc email;Một người đang đọc email;0,96
Không có người đàn ông nào đọc email;Một người đàn ông đang đọc email;0,67
Có người đang đọc email;Có người không đọc email;0,82
Có người đang đọc email;Một người đang đọc email;0,96
Một người đàn ông đang đọc email;Có người đang đọc email;0,92
Hai chú gấu trúc con đang chơi đùa;Hai chú gấu con đang chơi đùa;0,78
Hai chú gấu trúc con đang ngủ;Hai chú gấu trúc con đang chơi đùa;0,70
Hai chú gấu trúc đang nằm cạnh nhau;Hai chú gấu trúc đang nằm cạnh nhau;1
Hai chú gấu trúc con đang chơi đùa;Hai chú gấu trúc đang nằm cạnh nhau;0,72
Hai chú gấu trúc con đang chơi đùa;Hai con gấu trúc không nằm cạnh nhau;0,64
Hai chú gấu trúc đang nằm cạnh nhau;Hai chú gấu trúc con đang chơi đùa;0,64
Một người phụ nữ đang chiên cá;Cá đang được một người phụ nữ chiên;1
Một người phụ nữ đang chiên cá;Một người phụ nữ không chiên cá;0,66
Một người phụ nữ đang nấu cá;Một người phụ nữ không chiên cá;0,72
Một người phụ nữ đang chơi sáo;Người phụ nữ đang chơi sáo;0,96
Một người phụ nữ đang chơi sáo;Một người đàn ông đang chơi sáo;0,74
Một người đàn ông đang chơi sáo;Người phụ nữ đang chơi sáo;0,66
Một người đàn ông đang chơi sáo;Một người đàn ông đang chơi sáo;0,98
Một người đàn ông đang chơi một nhạc cụ;Một người phụ nữ đang chơi sáo;0,44
Một người phụ nữ đang chơi sáo;Một người đàn ông không chơi sáo;0,76
Một cậu bé đang cắt cỏ;Một anh chàng đang cắt cỏ;0,92
Một anh chàng đang cắt cỏ;Không có anh chàng nào đang cắt cỏ;0,72
Cỏ đang được cắt bởi một người đàn ông;Một người đàn ông đang cắt cỏ;1
Một anh chàng đang cắt cỏ;Cỏ đang được cắt bởi một người đàn ông;0,90
Một anh chàng đang cắt cỏ;Không có người đàn ông nào đang cắt cỏ;0,76
Một cậu bé đang cắt cỏ;Một người đàn ông đang cắt cỏ;0,76
Một người đang chiên thịt trong chảo;Một người đang chiên thức ăn trong chảo;0,88
Một người không giữ một con chồn hôi;Một người đang giữ một con chồn hôi;0,72
Một người đang chiên thịt trong chảo;Một người không giữ một con chồn hôi;0,26
Một người đang chiên thức ăn trong chảo;Một người đang giữ một con chồn hôi;0,26
Một người đang giữ một con chồn hôi;Một người không chiên thịt trong chảo;0,22
Người phụ nữ đang đập một quả trứng vào bát;Người phụ nữ đang đập một quả trứng vào đĩa;0,90
Người phụ nữ đang đập trứng vào bát;Người đàn ông đang đập trứng vào bát;0,72
Người phụ nữ đang lấy một quả trứng ra khỏi bát;Người đàn ông đang đập trứng vào bát;0,58
Một người đàn ông đang cắt cà chua;Một người đàn ông đang thái cà chua;1
Một người phụ nữ đang cắt bông cải xanh;Một người phụ nữ đang cắt bông cải xanh;0,96
Một người phụ nữ không cắt bông cải xanh;Một người phụ nữ đang cắt bông cải xanh;0,58
Một người phụ nữ đang cắt bông cải xanh;Một người đàn ông đang thái cà chua;0,52
Một người phụ nữ đang cắt bông cải xanh;Không có người đàn ông nào cắt cà chua;0,38
Một người phụ nữ đang cắt bông cải xanh;Một người đàn ông đang cắt cà chua;0,48
Một người phụ nữ đang bắn súng trường;Một người phụ nữ đang bắn súng;0,84
Không có người phụ nữ nào bắn súng trường;Một người phụ nữ đang bắn súng trường;0,70
Một người phụ nữ đang cắt một quả chanh;Một người phụ nữ đang bắn súng;0,22
Không có người phụ nữ nào bắn súng trường;Một người phụ nữ đang cắt một quả chanh;0,20
Một người phụ nữ đang bắn súng trường;Một người phụ nữ đang cắt trái cây;0,30
Một người đàn ông đang cắt một quả chanh;Một người phụ nữ đang bắn súng trường;0,20
Đàn guitar đang được chơi bởi một người đàn ông;Một người đàn ông đang chơi đàn ghi-ta;0,98
Một người đàn ông đang chơi trống;Một người phụ nữ đang chơi trống;0,84
Một người đàn ông đang chơi đàn ghi-ta;Một người phụ nữ đang chơi trống;0,52
Một người đàn ông đang chơi trống;Đàn guitar đang được chơi bởi một người đàn ông;0,68
Không có người đàn ông nào chơi guitar;Một người đàn ông đang chơi trống;0,60
Một người đàn ông đang vẽ một số hình ảnh;Một người đang vẽ một số hình ảnh;0,92
Một người đàn ông đang vẽ trên bảng xóa kỹ thuật số;Một người đang vẽ một số hình ảnh;0,64
Một người đàn ông đang xóa một số hình ảnh;Một người đàn ông đang vẽ trên bảng xóa kỹ thuật số;0,60
Một người đàn ông đang vẽ trên bảng;Một người đàn ông đang vẽ một số hình ảnh;0,70
Một người đàn ông không vẽ trên bảng xóa kỹ thuật số;Một người đàn ông đang vẽ một số hình ảnh;0,54
Một người phụ nữ đang cắt hành tây;Một người phụ nữ đang thái hành tây;0,90
Một người phụ nữ đang cắt hành tây;Không có người phụ nữ nào cắt hành tây;0,68
Một người phụ nữ đang cắt hành tây;Một người phụ nữ không cắt đậu phụ;0,64
Một người phụ nữ đang cắt đậu phụ;Một người phụ nữ đang thái hành tây;0,58
Một người phụ nữ đang cắt đậu phụ;Không có người phụ nữ nào cắt hành tây;0,70
Một người phụ nữ đang cắt đậu phụ;Một người phụ nữ đang cắt hành tây;0,74
Một nhóm người đang nhảy tại một buổi hòa nhạc;Một nhóm người đang nhảy trong một buổi biểu diễn;0,83
Một nhóm người không nhảy trong một buổi hòa nhạc;Một nhóm người đang nhảy tại một buổi hòa nhạc;0,64
Một nhóm người đang diễu hành;Một nhóm người đang đứng;0,78
Một nhóm người đang đi bộ;Một nhóm người đang nhảy tại một buổi hòa nhạc;0,52
Người đàn ông đang cho rắn ăn bằng một con chuột;Người đàn ông đang cho con rắn ăn một con vật;0,93
Người đàn ông đang cho rắn ăn bằng một con chuột;Người đàn ông không cho rắn ăn bằng chuột;0,66
Một người đàn ông đang làm việc trên máy tính xách tay;Người đàn ông không cho rắn ăn bằng chuột;0,22
Một người đàn ông đang làm việc trên máy tính;Người đàn ông đang cho rắn ăn bằng một con chuột;0,22
Một cậu bé đang chơi điện thoại đồ chơi;Một cậu bé đang chơi đồ chơi;0,92
Một cô gái đang chơi điện thoại đồ chơi;Một cậu bé đang chơi điện thoại đồ chơi;0,70
Người đàn ông đang nhắm súng;Người đàn ông đang cầm súng;0,86
Người đàn ông đang nhắm súng;Người đàn ông đang rút súng;0,84
Một cậu bé đang chơi điện thoại đồ chơi;Người đàn ông đang cầm súng;0,20
Một cậu bé đang chơi đồ chơi;Người đàn ông đang nhắm súng;0,22
Một cậu bé đang chơi điện thoại đồ chơi;Người đàn ông đang nhắm súng;0,22
Một cô gái đang cưỡi một con ngựa;Một cô gái đang cưỡi ngựa;0,96
Cô gái đang phi nước kiệu trên lưng ngựa;Người đó đang phi nước kiệu trên lưng ngựa;0,82
Một cô gái đang cưỡi ngựa;Người đó đang phi nước kiệu trên lưng ngựa;0,74
Không có cô gái nào cưỡi ngựa;Cô gái đang phi nước kiệu trên lưng ngựa;0,66
Cô gái đang phi nước kiệu trên lưng ngựa;Một cô gái đang cưỡi ngựa;0,88
Một người đàn ông đang đập vỡ một tấm bê tông bằng búa tạ;Người phụ nữ đang dùng búa tạ để đập vỡ khối bê tông trên người một người đàn ông khác;0,54
Một con chó đang sủa vào một quả bóng;Không có con chó nào sủa vào quả bóng;0,76
Một con chó đang bơi theo một quả bóng tennis;Một con mèo đang bơi theo một quả bóng tennis;0,80
Một con chó đang sủa vào một quả bóng;Một con mèo đang bơi theo một quả bóng tennis;0,44
Không có con chó nào sủa vào quả bóng;Một con chó đang bơi theo một quả bóng tennis;0,56
Một con chó đang bơi theo một quả bóng tennis;Một con chó đang sủa vào một quả bóng;0,62
Một người phụ nữ đang ăn một chiếc bánh nướng nhỏ;Một người phụ nữ không ăn bánh nướng xốp;0,74
Một cô gái đang ăn một chiếc bánh nướng nhỏ;Một người phụ nữ không ăn bánh nướng xốp;0,50
Một cậu bé đang ăn một chiếc bánh nướng nhỏ;Một người phụ nữ đang ăn một chiếc bánh nướng nhỏ;0,76
Không có người đàn ông khạc nhổ;Một người đàn ông đang nói;0,42
Một người đàn ông đang nói chuyện;Một người đàn ông đang khạc nhổ;0,46
Không có người đàn ông nào nói;Một người đàn ông đang khạc nhổ;0,44
Một người đàn ông đang chơi đàn phím;Một người đàn ông không chơi đàn phím;0,77
Một người đàn ông đang cưỡi một con bò đực;Một người đàn ông đang cưỡi một con bò cơ khí;0,78
Một người đàn ông đang rơi khỏi một con bò cơ khí;Một người đàn ông đang cưỡi một con bò cơ khí;0,82
Một người đàn ông đang chơi đàn phím;Một người đàn ông đang cưỡi một con bò đực;0,26
Một người đàn ông đang cưỡi một con bò cơ khí;Một người đàn ông đang chơi một nhạc cụ;0,20
Một người đàn ông không chơi đàn phím;Một người đàn ông đang cưỡi một con bò cơ khí;0,22
Một người đàn ông đang chơi đàn phím;Một người đàn ông đang cưỡi một con bò cơ khí;0,22
Một người đàn ông đang cắt một chiếc ủng bằng kiếm;Một người đàn ông đang cắt một chiếc ủng bằng lưỡi dao;0,94
Một người đang cắt đứt phần mũi của một chiếc giày da rỗng bằng kiếm;Một người đàn ông đang cắt đứt phần mũi của một chiếc giày da rỗng bằng một thanh kiếm;0,96
Một người đàn ông đang cắt đứt phần mũi của một chiếc giày da rỗng bằng một thanh kiếm;Một người phụ nữ đang cắt đứt phần mũi của một chiếc giày da rỗng bằng kiếm;0,80
Một người đang cắt đứt phần mũi của một chiếc giày da rỗng bằng kiếm;Một người đàn ông đang cắt một chiếc ủng bằng kiếm;0,80
Một người phụ nữ đang cắt đứt phần mũi của một chiếc giày da rỗng bằng kiếm;Một người đàn ông đang cắt một chiếc ủng bằng kiếm;0,72
Một người đàn ông đang cắt đứt phần mũi của một chiếc giày da rỗng bằng một thanh kiếm;Một người đàn ông đang cắt một chiếc ủng bằng lưỡi dao;0,84
Một người đàn ông đang cắt đứt phần mũi của một chiếc giày da rỗng bằng một thanh kiếm;Một người đàn ông đang cắt một chiếc ủng bằng kiếm;0,84
Một đầu bếp đang rửa bát súp;Một bát súp đang được đầu bếp rửa sạch;0,96
Một người đàn ông đang lau mép bát;Không có người đàn ông nào lau mép bát;0,68
Một đầu bếp đang rửa bát súp;Một người đàn ông đang lau mép bát;0,72
Đàn guitar đang được chơi bởi một đứa trẻ;Một đứa trẻ đang chơi đàn ghita;0,96
Một đứa trẻ đang chơi đàn piano;Một đứa trẻ đang chơi đàn ghita;0,60
Một đứa trẻ đang hát và chơi đàn ghi-ta;Một đứa trẻ đang chơi đàn ghita;0,84
Một cậu bé đang hát và chơi đàn ghi-ta;Một đứa trẻ đang chơi đàn piano;0,50
Một cậu bé đang hát và chơi đàn ghi-ta;Một đứa trẻ đang chơi đàn ghita;0,88
Có người đang khuấy một nồi ớt bằng thìa;Một nồi ớt đang được ai đó khuấy bằng thìa;1
Không ai khuấy một nồi ớt bằng thìa;Có người đang khuấy một nồi ớt bằng thìa;0,74
Không có ai khuấy ớt trong ấm đun nước;Ai đó đang khuấy ớt trong ấm đun nước;0,70
Có người đang khuấy một nồi ớt bằng thìa;Ai đó đang khuấy ớt trong nồi;0,90
Có người đang khuấy một nồi ớt bằng thìa;Không có ai khuấy ớt trong ấm đun nước;0,74
Một người đang ăn trong nhà hàng;Một người đang ăn ở bàn;0,80
Một người đàn ông đang dọn giường;Một người đang dọn giường;0,94
Một người không dọn giường;Một người đang ăn ở bàn;0,34
Một người đang dọn giường;Một người đang ăn ở bàn;0,28
Con mèo đang liếm một cái chai;Con chó đang liếm một cái chai;0,78
Một con mèo đang chơi với một cái chai nhỏ;Một cái chai đang bị con mèo liếm;0,70
Con mèo đang liếm một cái chai;Một con mèo đang chơi với một cái chai nhỏ;0,72
Một con chó nhỏ đang nằm trên giường;Một con vật nhỏ đang nằm trên giường;0,90
Một con chó nhỏ đang nằm trên giường;Một con mèo nhỏ đang nằm trên giường;0,58
Một con chó nhỏ đang nằm trên giường;Một con chó nhỏ đang nằm trên giường;1
Một người phụ nữ đang cắt bơ;Một người phụ nữ đang cắt bơ;0,94
Một người phụ nữ đang cắt bơ;Một người đàn ông đang cắt bơ;0,69
Đậu phụ đang được một người phụ nữ thái lát;Một người phụ nữ đang thái đậu phụ;1
Một người phụ nữ đang cắt bơ;Không có người phụ nữ nào đang thái đậu phụ;0,56
Người đàn ông đang chơi đàn ghi-ta;Người đàn ông đang chơi nhạc cụ;0,86
Người đó đang chơi với một hộp sọ;Người đàn ông đang chơi đàn ghi-ta;0,24
Người đàn ông đang chơi với một hộp sọ;Người đàn ông đang chơi nhạc cụ;0,44
Người đàn ông không chơi đàn ghi-ta;Người đàn ông đang chơi với một hộp sọ;0,28
Người đàn ông đang chơi đàn ghi-ta;Người đàn ông đang chơi với một hộp sọ;0,38
Một người đàn ông đang cho một ít phô mai vào bánh pizza;Một người đàn ông đang cho một ít phô mai vào bánh pizza;1
Không có người đàn ông nào đặt phô mai lên bánh pizza;Một người đàn ông đang cho một ít phô mai vào bánh pizza;0,80
Không có người đàn ông nào rắc phô mai lên bánh pizza;Một người đàn ông đang cho một ít phô mai vào bánh pizza;0,76
Một người đàn ông đang bắn súng ngắn;Không có người đàn ông nào bắn súng ngắn;0,74
Một người đàn ông đang nạp đạn cho một khẩu súng ngắn;Một người đàn ông đang bắn súng ngắn;0,82
Một người đàn ông đang nhảy trên sàn;Một người đàn ông đang nhảy múa trên trần nhà;0,72
Một ca sĩ nổi tiếng đang nhảy trên trần nhà;Một người đang nhảy trên trần nhà;0,90
Một ca sĩ nổi tiếng đang nhảy trên trần nhà;Một người đàn ông đang nhảy múa trên trần nhà;0,82
Một con bò đang ăn cỏ khô;Một con bò đang ăn cỏ khô;1
Một con bò đang ăn cỏ;Một con bò không ăn cỏ khô;0,73
Một người đàn ông đang ăn trưa;Một người đàn ông đang ăn;0,90
Một người đàn ông đang nôn;Một người đàn ông đang ăn;0,46
Một người đàn ông đang ăn;Một người phụ nữ đang nhảy một cách duyên dáng;0,20
Một người đàn ông đang ăn;Một người phụ nữ đang ngủ;0,22
Một người phụ nữ đang nhảy múa;Một người đàn ông đang nôn;0,24
Một người đàn ông đang ăn;Một người phụ nữ đang nhảy múa;0,22
Một em bé đang chơi với một con búp bê;Một em bé đang chơi với một món đồ chơi;0,94
Một em bé không chơi với búp bê;Một em bé đang chơi với một con búp bê;0,77
Một chú hổ con đang chơi với một quả bóng;Không có chú hổ con nào chơi với quả bóng;0,70
Một chú hổ con đang chơi với một quả bóng;Một em bé đang chơi với một con búp bê;0,42
Người đàn ông đang chơi một trò chơi trên bãi cỏ;Người đàn ông đang chơi một trò chơi trên bãi cỏ;0,84
Người đàn ông đang chơi một trò chơi trên bãi cỏ;Không có người đàn ông nào chơi trò chơi trên cỏ;0,72
Con tê giác đang gặm cỏ;Con vật đang gặm cỏ;0,88
Con tê giác đang gặm cỏ;Không có tê giác đang gặm cỏ;0,56
Người đàn ông đang chơi một trò chơi trên bãi cỏ;Không có tê giác đang gặm cỏ;0,34
Người đàn ông đang chơi một trò chơi trên bãi cỏ;Con tê giác đang gặm cỏ;0,20
Người đàn ông đang chơi một trò chơi trên bãi cỏ;Con tê giác đang gặm cỏ;0,38
Một người phụ nữ đang nói chuyện với một người đàn ông;Một người đàn ông đang nói chuyện với một người phụ nữ;0,90
Một người phụ nữ đang đập trứng;Một người phụ nữ đang đập trứng;0,96
Một người đàn ông đang nói chuyện với một người phụ nữ;Một người phụ nữ đang đập trứng;0,22
Một người đàn ông đang đập trứng;Một người đàn ông đang nói chuyện với một người phụ nữ;0,36
Một người phụ nữ đang nói chuyện với một người đàn ông;Một người phụ nữ đang đập trứng;0,32
Một người đàn ông đang lái xe đạp;Một người đàn ông đang đi xe đạp;0,96
Một người đàn ông đang đi xe đạp điện;Một người đang đi xe đạp điện;0,90
Một người đàn ông đang đi xe đạp điện;Không có người đàn ông nào đi xe đạp điện;0,70
Một người đàn ông đang đi xe đạp điện;Một người đàn ông đang lái xe đạp;0,92
Một người đàn ông đang đi xe đạp điện;Một người đàn ông không đi xe đạp;0,52
Một con mèo đang nhảy vào một cái thùng chứa;Một con mèo đang nhảy vào một cái hộp;0,88
Một cậu bé đang nói chuyện với một chiếc lá;Một chàng trai trẻ đang nói chuyện với một chiếc lá;0,88
Một con mèo đang nhảy vào một cái hộp;Một chàng trai trẻ đang nói chuyện với một chiếc lá;0,20
Một con cá đang bị một người đàn ông cắt;Một người đàn ông đang cắt cá;0,98
Một người đàn ông đang thái cá;Một người phụ nữ đang thái cá;0,72
Một người đàn ông đang cắt cá;Một con cá đang bị một người đàn ông cắt lát;0,96
Một người đàn ông đang thái cá;Một con cá đang bị một người đàn ông cắt;0,88
Một người đang chiên một số thực phẩm;Một người đang nấu một số thức ăn;0,86
Một củ khoai tây đang được một người gọt vỏ;Một người đang chiên một số thực phẩm;0,46
Một người đàn ông đang chèo thuyền;Một người đàn ông đang bắn bằng vũ khí;0,22
Một người đàn ông đang bắn cung;Một người đàn ông đang chèo thuyền;0,32
Một người đàn ông đang bắn bằng súng;Một người đàn ông đang chèo thuyền;0,36
Một người đàn ông đang bắn bằng súng;Một người phụ nữ đang chèo thuyền;0,20
Một người phụ nữ đang cắt một quả cà chua;Một người phụ nữ đang thái lát cà chua;0,96
Một người đàn ông đang cắt một quả cà chua;Một người phụ nữ đang cắt một quả cà chua;0,70
Một người phụ nữ đang cắt một quả cà chua;Một người phụ nữ đang nhảy múa gần lò sưởi;0,28
Không có người phụ nữ nào nhảy múa gần lửa;Một người phụ nữ đang cắt một quả cà chua;0,26
Một người phụ nữ đang thái lát cà chua;Một người phụ nữ đang nhảy múa gần đống lửa;0,22
Một người đàn ông đang cắt một quả cà chua;Một người phụ nữ đang nhảy múa gần đống lửa;0,22
Một người phụ nữ đang cắt một quả cà chua;Một người phụ nữ đang nhảy múa gần đống lửa;0,30
Một cô gái đang chơi đàn guitar;Một cô gái đang chơi đàn ghita;0,96
Một cô gái đang chơi đàn ghita;Một cậu bé đang chơi đàn ghita;0,80
Một người đàn ông đang chơi đàn ghita;Một cô gái đang chơi đàn ghita;0,68
Một cô gái đang chơi đàn ghita;Một người đàn ông không chơi đàn ghi-ta;0,62
Một người đàn ông đang nhảy xuống từ một vách đá;Không có người đàn ông nào nhảy xuống từ vách đá;0,80
Một người đàn ông đang lái xe máy;Một người đàn ông đang lái một chiếc xe máy;1
Một người đàn ông đang lái xe máy;Một người đàn ông đang nhảy xuống từ một tảng đá;0,28
Một người đàn ông đang nhảy xuống từ một vách đá;Một người đàn ông đang lái xe máy;0,34
Người đàn ông đang chơi đàn ghi-ta;Người đàn ông đang chơi nhạc cụ;0,88
